# dimDates   : 81
# dimSamples : 100
# keys       : 5
# 0,EUR-EONIA
# 0,EUR-EURIBOR-3M
# 0,USD-LIBOR-3M
# 1,USD
# 2,
#date,sample,key,value
1,0,0,-0.0028981763948721095
1,0,1,-0.0017666739331387174
1,0,2,0.0082344281069156259
1,0,3,0.87981893582339021
1,0,4,1.0000628843087009
1,1,0,-0.00062542199695148071
1,1,1,0.00050143241129459474
1,1,2,0.010280782612156047
1,1,3,0.84982678996084771
1,1,4,1.0006278014086358
1,2,0,-0.0051708877474521131
1,2,1,-0.0040334657899385052
1,2,2,0.0061891409533596318
1,2,3,0.91086956657257834
1,2,4,0.99949828613987024
1,3,0,-0.0079033510593617962
1,3,1,-0.0067571297486492057
1,3,2,0.013385270783537873
1,3,3,0.86801486559332708
1,3,4,0.99881988195523375
1,4,0,0.0016858722057300213
1,4,1,0.0028093045455854109
1,4,2,0.0044867835062144682
1,4,3,0.83621992997530337
1,4,4,1.001202614276657
1,5,0,-0.0039175572675853587
1,5,1,-0.002783556944572412
1,5,2,0.0051756513719768086
1,5,3,0.96320695762329744
1,5,4,0.99980960657155771
1,6,0,-0.0014574645357390281
1,6,1,-0.00032905609069631427
1,6,2,0.0098967246265898069
1,6,3,0.8570495499648132
1,6,4,1.0004209526745904
1,7,0,-5.1139369432462445e-05
1,7,1,0.0010747418882659317
1,7,2,0.007265537409338837
1,7,3,0.96207215202050089
1,7,4,1.0007705942214826
1,8,0,-0.010771250646333108
1,8,1,-0.0096138193182218265
1,8,2,0.015127817967114909
1,8,3,0.87945884723738932
1,8,4,0.99810833089654571
1,9,0,-0.0052861150031624504
1,9,1,-0.0041483590702299285
1,9,2,6.8983445958992689e-05
1,9,3,0.9428504188553527
1,9,4,0.99946966902327961
1,10,0,-0.0016785325086798863
1,10,1,-0.00054968250027926551
1,10,2,0.0088789191655333378
1,10,3,0.79997576959247285
1,10,4,1.0003660013393256
1,11,0,-0.0037464422222521776
1,11,1,-0.0026128790577994517
1,11,2,0.0079645695849610478
1,11,3,0.84229626931461155
1,11,4,0.99985211788255679
1,12,0,-0.005620816122688943
1,12,1,-0.004482071565323523
1,12,2,0.00465078574183339
1,12,3,0.94394542112984503
1,12,4,0.99938654924870363
1,13,0,0.0034942595259135345
1,13,1,0.0046159323384708595
1,13,2,0.014991579351814393
1,13,3,0.83224799718864995
1,13,4,1.0016525780210528
1,14,0,0.00047519877243829001
1,14,1,0.0016002594748616525
1,14,2,0.0069496439530658061
1,14,3,0.85023527891831341
1,14,4,1.0009014831477687
1,15,0,-0.0087197524112836433
1,15,1,-0.0075705458008579682
1,15,2,0.01375199723953782
1,15,3,0.8669775055984007
1,15,4,0.99861727571421144
1,16,0,0.003738570029208077
1,16,1,0.0048600669450537129
1,16,2,0.0095540163161344591
1,16,3,0.83241113964495095
1,16,4,1.0017133824535811
1,17,0,0.005110556267293731
1,17,1,0.0062313387931620477
1,17,2,0.010283795388075223
1,17,3,0.99622820241352283
1,17,4,1.0020549111006201
1,18,0,-0.0029429137432579466
1,18,1,-0.0018113070248225872
1,18,2,0.0029294886963142546
1,18,3,0.86775733509830466
1,18,4,1.000051767462435
1,19,0,-0.0090025725050812966
1,19,1,-0.007852293505207655
1,19,2,0.0026671359463097304
1,19,3,0.75237222729201014
1,19,4,0.99854709754375892
1,20,0,-0.0034279486953936456
1,20,1,-0.0022951800169063417
1,20,2,0.018046364059064797
1,20,3,0.90318705642456443
1,20,4,0.99993124811534195
1,21,0,-0.0022372226148847929
1,21,1,-0.0011072030382343878
1,21,2,0.00961718419147186
1,21,3,0.86844002104281337
1,21,4,1.0002271395553621
1,22,0,-0.0011890217845245132
1,22,1,-6.1133350025265471e-05
1,22,2,0.0084301113140363912
1,22,3,0.96013047502744941
1,22,4,1.0004876839811234
1,23,0,0.0026762820521852859
1,23,1,0.0037986508954368507
1,23,2,0.0077164758979546945
1,23,3,0.87032217594887296
1,23,4,1.0014490242961867
1,24,0,-0.011954171814525516
1,24,1,-0.010791527925693494
1,24,2,0.0044115036724825729
1,24,3,0.96694556977422563
1,24,4,0.99781498050308615
1,25,0,0.0011623024769580326
1,25,1,0.002286394699421978
1,25,2,0.017558216244350382
1,25,3,0.84681532735416498
1,25,4,1.0010723758933908
1,26,0,0.0061863483261692664
1,26,1,0.0073068954204390194
1,26,2,0.0054583258468120658
1,26,3,0.86560442948759819
1,26,4,1.0023227868201718
1,27,0,-0.0035661038320178307
1,27,1,-0.0024329935900066855
1,27,2,0.0032622199655590158
1,27,3,0.92562472210950841
1,27,4,0.99989692250453599
1,28,0,-0.011625397883139321
1,28,1,-0.01046423723622456
1,28,2,0.0040566098660949311
1,28,3,0.87132539326739644
1,28,4,0.99789650416909403
1,29,0,-0.0021877199547670756
1,29,1,-0.0010578071106978496
1,29,2,0.00306925902223785
1,29,3,0.94474690459869992
1,29,4,1.0002394426324257
1,30,0,-0.0083899630171968553
1,30,1,-0.0072419820604165677
1,30,2,0.01098653481992813
1,30,3,0.77586907469399746
1,30,4,0.99869911473263917
1,31,0,-0.0076867779528599911
1,31,1,-0.0065413210740293973
1,31,2,0.012080390256050679
1,31,3,0.89049773674450772
1,31,4,0.99887363554810615
1,32,0,-0.0042933279392309842
1,32,1,-0.0031583423230538785
1,32,2,0.012891983228332854
1,32,3,0.83254706688512359
1,32,4,0.99971625735781078
1,33,0,0.0018951182028459357
1,33,1,0.0030183057127435688
1,33,2,0.0086328590667204778
1,33,3,0.86612425893139056
1,33,4,1.0012546689635096
1,34,0,-0.0046226523556747168
1,34,1,-0.0034867746597000431
1,34,2,-0.0042193579909260261
1,34,3,0.90116160812169399
1,34,4,0.99963445328142919
1,35,0,-0.0032486919874896714
1,35,1,-0.0021163594863054841
1,35,2,0.0076596010779619505
1,35,3,0.88731747078855872
1,35,4,0.99997578739670923
1,36,0,0.0003975179532478279
1,36,1,0.0015226954662231462
1,36,2,0.0077466031175129095
1,36,3,0.80054780092134958
1,36,4,1.0008821645654054
1,37,0,0.003832656806030954
1,37,1,0.004954089907078507
1,37,2,0.0051328679018614529
1,37,3,0.90539529916221118
1,37,4,1.0017367998893445
1,38,0,-0.0084377614263608791
1,38,1,-0.0072896044848665435
1,38,2,0.013078298156518403
1,38,3,0.88161499689972589
1,38,4,0.99868725289773208
1,39,0,-0.0034100997587316328
1,39,1,-0.0022773748658315141
1,39,2,0.01159229936273516
1,39,3,0.99693879974206656
1,39,4,0.9999356828916689
1,40,0,-0.002470722583725049
1,40,1,-0.0013401914236429399
1,40,2,0.0013195450053566059
1,40,3,0.91576237581259434
1,40,4,1.0001691089265146
1,41,0,-0.0086404915177684671
1,41,1,-0.0074915819191745878
1,41,2,0.014842788332010234
1,41,3,0.85203930875315581
1,41,4,0.99863694414111137
1,42,0,0.00095434494919999224
1,42,1,0.0020787180146032763
1,42,2,0.014017165787927237
1,42,3,0.87843283603833977
1,42,4,1.0010206508376127
1,43,0,-0.0071099728760515291
1,43,1,-0.0059664956656732913
1,43,2,0.0042551758692358551
1,43,3,0.90060359675252577
1,43,4,0.99901681260126429
1,44,0,-0.0059579812072474425
1,44,1,-0.004818212883222605
1,44,2,0.012286092921647382
1,44,3,0.91910311370507625
1,44,4,0.99930282432702955
1,45,0,-0.0060305621466794079
1,45,1,-0.0048905697802796282
1,45,2,0.0042987751921096046
1,45,3,0.79987963079494484
1,45,4,0.99928480189596458
1,46,0,0.0063841943206632834
1,46,1,0.0075047291978042781
1,46,2,0.0094298343168108343
1,46,3,0.90984236895131387
1,46,4,1.0023720586496829
1,47,0,-0.001368859176702486
1,47,1,-0.0002406243344542309
1,47,2,0.0014162198273286852
1,47,3,0.88507336201870301
1,47,4,1.0004429783157138
1,48,0,-0.001929115242003121
1,48,1,-0.00079975016591530331
1,48,2,0.0083208299204116393
1,48,3,0.76671382061268245
1,48,4,1.0003037169847673
1,49,0,0.0054611193578235628
1,49,1,0.0065817938085201691
1,49,2,0.0088565025419724656
1,49,3,0.88108001065457076
1,49,4,1.0021421948490374
1,50,0,-0.0087353764193176531
1,50,1,-0.0075861110793332262
1,50,2,0.014163154873193095
1,50,3,0.89267049532421683
1,50,4,0.99861339869308241
1,51,0,-0.0053100444031040084
1,51,1,-0.0041722187034330133
1,51,2,0.0099991430598336938
1,51,3,0.91226550948830698
1,51,4,0.99946372616729229
1,52,0,-0.002874044882310578
1,52,1,-0.0017425984525156952
1,52,2,0.0039833075584780695
1,52,3,0.86722942297434868
1,52,4,1.0000688808315934
1,53,0,0.0070170425622340105
1,53,1,0.0081376032122484065
1,53,2,0.016360428275897836
1,53,3,0.8856632302404831
1,53,4,1.002529679736879
1,54,0,-0.0077300707737215646
1,54,1,-0.0065844620077482527
1,54,2,0.0063071928825882443
1,54,3,0.92952963277058209
1,54,4,0.99886289001683692
1,55,0,-0.0040844659807026673
1,55,1,-0.0029500323026868235
1,55,2,0.0028641747008109259
1,55,3,0.89846333123144972
1,55,4,0.99976814195215014
1,56,0,-0.0037934152700636048
1,56,1,-0.0026597328181570514
1,56,2,0.02112591967421833
1,56,3,0.94007505379602807
1,56,4,0.99984044786484227
1,57,0,-0.0043723905460790746
1,57,1,-0.0032371931982183339
1,57,2,0.0085570484847849338
1,57,3,0.80337403071279845
1,57,4,0.99969661764220297
1,58,0,0.0007929535875117466
1,58,1,0.0019175519528679276
1,58,2,0.010188843647372115
1,58,3,0.89924265560796302
1,58,4,1.0009805099151987
1,59,0,-0.0026604748220737662
1,59,1,-0.0015295180406533384
1,59,2,0.013779823547885777
1,59,3,0.93261301638226168
1,59,4,1.0001219531081345
1,60,0,-0.0060750887951943611
1,60,1,-0.0049349583428782567
1,60,2,-0.0019609258175903987
1,60,3,0.88283819957012455
1,60,4,0.99927374572646077
1,61,0,-0.0077620760542806977
1,61,1,-0.0066163547057194964
1,61,2,-0.0012284391479305582
1,61,3,0.81977494082938973
1,61,4,0.99885494619089465
1,62,0,-0.00086962918877997453
1,62,1,0.00025766365701063165
1,62,2,0.0058526904241565977
1,62,3,0.85946569382685201
1,62,4,1.0005670863471963
1,63,0,-0.0013617105016905384
1,63,1,-0.00023348958141629171
1,63,2,0.013185235736513019
1,63,3,0.93219443091095833
1,63,4,1.0004447553635412
1,64,0,0.0022350334961185325
1,64,1,0.0033578462878970229
1,64,2,0.003000131046830448
1,64,3,0.79792162278654744
1,64,4,1.0013392361768265
1,65,0,-0.0086283518194951725
