#datumDate,datumId,datumValue
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/1W/25RR,-0.0024700000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/1W/ATM,0.0900000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/1Y/25BF,0.0043200000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/1Y/25RR,-0.0122600000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/1Y/ATM,0.0771000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/2M/25BF,0.0021900000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/2M/25RR,-0.0075000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/2M/ATM,0.0850000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/2W/25BF,0.0013300000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/2W/25RR,-0.0033500000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/2W/ATM,0.0900000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/2Y/25BF,0.0046000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/2Y/25RR,-0.0110400000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/2Y/ATM,0.0781200000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/3M/25BF,0.0030400000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/3M/25RR,-0.0090800000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/3M/ATM,0.0820000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/3W/25BF,0.0014400000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/3W/25RR,-0.0042900000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/3W/ATM,0.0870000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/3Y/25BF,0.0047000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/3Y/25RR,-0.0104000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/3Y/ATM,0.0800500000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/5Y/25BF,0.0047500000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/5Y/25RR,-0.0074000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/5Y/ATM,0.0939700000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/6M/25BF,0.0038100000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/6M/25RR,-0.0120400000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/6M/ATM,0.0800000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/7Y/25BF,0.0035000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/7Y/25RR,-0.0065000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/7Y/ATM,0.0895000000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/9M/25BF,0.0043300000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/9M/25RR,-0.0124300000
2023-01-31,FX_OPTION/RATE_LNVOL/EUR/USD/9M/ATM,0.0792000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/0Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/10Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/15Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/1Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/20Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/2Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/30Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/3Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/4Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/5Y,0.0100000000
2023-01-31,HAZARD_RATE/RATE/CPTY_A/SR/USD/7Y,0.0100000000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/10Y,0.0290100000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/12Y,0.0290500000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/15Y,0.0287700000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/20Y,0.0270900000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/25Y,0.0250950000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/2Y,0.0330800000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/30Y,0.0236000000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/3Y,0.0314200000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/40Y,0.0209900000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/4Y,0.0303300000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/50Y,0.0190400000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/5Y,0.0297200000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/6Y,0.0293300000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/7Y,0.0290800000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/8Y,0.0289800000
2023-01-31,IR_SWAP/RATE/EUR/2D/6M/9Y,0.0289600000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/10M,0.0313500000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/10Y,0.0263000000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/11M,0.0316600000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/11Y,0.0264450000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/12Y,0.0265200000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/15M,0.0320070000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/15Y,0.0265600000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/18M,0.0317200000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/1M,0.0228120000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/1W,0.0190370000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/1Y,0.0318900000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/20Y,0.0255100000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/21M,0.0312930000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/25Y,0.0240750000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/2M,0.0244320000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/2W,0.0216085000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/2Y,0.0308200000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/30Y,0.0227700000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/3M,0.0257915000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/3W,0.0224410000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/3Y,0.0288800000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/40Y,0.0209440000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/4M,0.0270675000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/4Y,0.0276200000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/50Y,0.0194960000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/5M,0.0282165000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/5Y,0.0269100000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/60Y,0.0187420000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/6M,0.0291160000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/6Y,0.0264600000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/7M,0.0299395000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/7Y,0.0262000000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/8M,0.0305575000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/8Y,0.0261200000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/9M,0.0310100000
2023-01-31,IR_SWAP/RATE/EUR/ESTER/2D/1D/9Y,0.0261850000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/10M,0.0489700000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/11M,0.0488700000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/1M,0.0459500000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/1Y,0.0486800000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/2M,0.0464300000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/3M,0.0470600000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/4M,0.0477300000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/5M,0.0482300000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/6M,0.0485600000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/7M,0.0487800000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/8M,0.0489400000
2023-01-31,IR_SWAP/RATE/USD/2D/1D/9M,0.0490100000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/10Y,0.0352300000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/12Y,0.0351900000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/15Y,0.0352000000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/20Y,0.0348900000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/25Y,0.0341300000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/2Y,0.0451060000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/30Y,0.0328400000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/3Y,0.0409430000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/40Y,0.0307200000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/4Y,0.0386700000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/50Y,0.0285400000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/5Y,0.0373150000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/6Y,0.0364820000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/7Y,0.0359200000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/8Y,0.0355400000
2023-01-31,IR_SWAP/RATE/USD/2D/3M/9Y,0.0353300000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/10M,0.0488770000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/10Y,0.0324600000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/11M,0.0488000000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/12Y,0.0324210000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/15Y,0.0324400000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/1M,0.0456640000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/1Y,0.0487100000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/20Y,0.0320760000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/25Y,0.0310590000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/2M,0.0461860000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/2W,0.0455300000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/2Y,0.0427805000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/30Y,0.0300290000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/3M,0.0468210000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/3W,0.0456200000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/3Y,0.0384600000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/40Y,0.0278200000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/4M,0.0475000000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/4Y,0.0359900000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/5M,0.0480200000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/5Y,0.0346100000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/6M,0.0483440000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/6Y,0.0337405000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/7M,0.0485800000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/7Y,0.0331600000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/8M,0.0487900000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/8Y,0.0327900000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/9M,0.0488800000
2023-01-31,IR_SWAP/RATE/USD/SOFR/0D/1D/9Y,0.0325600000
2023-01-31,MM/RATE/EUR/2D/3M,0.0248200000
2023-01-31,MM/RATE/EUR/2D/6M,0.0295900000
2023-01-31,MM/RATE/EUR/ESTER/0D/1D,0.0190600000
2023-01-31,MM/RATE/USD/0D/1D,0.0433000000
2023-01-31,MM/RATE/USD/2D/3M,0.0481357000
2023-01-31,MM/RATE/USD/SOFR/0D/1D,0.0430000000
2023-01-31,MM_FUTURE/PRICE/USD/2023-02/XCME:ED/3M,95.1175000000
2023-01-31,MM_FUTURE/PRICE/USD/2023-03/XCME:ED/3M,95.0000000000
2023-01-31,MM_FUTURE/PRICE/USD/2023-04/XCME:ED/3M,94.9450000000
2023-01-31,MM_FUTURE/PRICE/USD/2023-05/XCME:ED/3M,94.9250000000
2023-01-31,MM_FUTURE/PRICE/USD/2023-06/XCME:ED/3M,94.8950000000
2023-01-31,MM_FUTURE/PRICE/USD/2023-09/XCME:ED/3M,94.9650000000
2023-01-31,MM_FUTURE/PRICE/USD/2023-12/XCME:ED/3M,95.2750000000
2023-01-31,MM_FUTURE/PRICE/USD/2024-03/XCME:ED/3M,95.7350000000
2023-01-31,MM_FUTURE/PRICE/USD/2024-06/XCME:ED/3M,96.1650000000
2023-01-31,RECOVERY_RATE/RATE/BANK/SR/USD,0.4000000000
2023-01-31,RECOVERY_RATE/RATE/CPTY_A/SR/USD,0.4000000000
2023-01-31,SWAPTION/RATE_NVOL/EUR/10Y/10Y/ATM,0.0100000000
2023-01-31,SWAPTION/RATE_NVOL/EUR/10Y/1Y/ATM,0.0100000000
2023-01-31,SWAPTION/RATE_NVOL/EUR/1Y/10Y/ATM,0.0100000000
2023-01-31,SWAPTION/RATE_NVOL/EUR/1Y/1Y/ATM,0.0100000000
2023-01-31,SWAPTION/RATE_NVOL/USD/10Y/10Y/ATM,0.0000010000
2023-01-31,SWAPTION/RATE_NVOL/USD/10Y/1Y/ATM,0.0000010000
2023-01-31,SWAPTION/RATE_NVOL/USD/1Y/10Y/ATM,0.0000010000
2023-01-31,SWAPTION/RATE_NVOL/USD/1Y/1Y/ATM,0.0000010000
2023-01-31,ZERO/YIELD_SPREAD/EUR/EONIA_ESTER_SPREAD/A365/1D,0.0008500000
2023-01-31,ZERO/YIELD_SPREAD/EUR/EONIA_ESTER_SPREAD/A365/50Y,0.0008500000
