#TradeId,NettingSetId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
CVA,CPTY_A,DiscountCurve/USD/0/1Y,Up,88417.21,0.000100,#N/A,88410.36,-6.85
CVA,CPTY_A,DiscountCurve/USD/1/5Y,Up,88417.21,0.000100,#N/A,88407.15,-10.06
CVA,CPTY_A,IndexCurve/USD-SOFR/0/1Y,Up,88417.21,0.000100,#N/A,88454.13,36.91
CVA,CPTY_A,IndexCurve/USD-SOFR/1/5Y,Up,88417.21,0.000100,#N/A,88478.58,61.37
CVA,CPTY_A,EquitySpot/SP5/0/spot,Up,88417.21,21.475600,#N/A,93300.45,4883.24
CVA,CPTY_A,SurvivalProbability/BANK/0/6M,Up,88417.21,0.000100,#N/A,88413.68,-3.53
CVA,CPTY_A,SurvivalProbability/BANK/1/1Y,Up,88417.21,0.000100,#N/A,88404.41,-12.80
CVA,CPTY_A,SurvivalProbability/BANK/2/5Y,Up,88417.21,0.000100,#N/A,88934.87,517.66
CVA,CPTY_A,CommodityCurve/COMDTY_WTI_USD/0/1Y,Up,88417.21,0.408686,#N/A,88903.40,486.18
