#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
EqCall_SP5_FD,ScriptedTrade,1,1,2018-02-05,OptionFlow,1391826.7939,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2018-02-05,#N/A,#N/A,0.9870589176,1373815.0486949102,0.8831843425,1213331.9405037710,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
