#NettingSet,RiskFactor,ShiftType,ShiftSize,Currency,BaseCva,Delta
CPTY_A,InterestRate/Delta/USD/1Y,Relative,0.000100,EUR,0.00,-6.8499
CPTY_A,InterestRate/Delta/USD/5Y,Relative,0.000100,EUR,0.00,-10.0618
CPTY_A,InterestRate/Delta/USD/1Y,Relative,0.000100,EUR,0.00,36.9150
CPTY_A,InterestRate/Delta/USD/5Y,Relative,0.000100,EUR,0.00,61.3665
CPTY_A,Equity/Delta/SP5/0D,Relative,21.475600,EUR,0.00,4883.2369
CPTY_A,CreditCounterparty/Delta/BANK/6M,Relative,0.000100,EUR,0.00,-3.5316
CPTY_A,CreditCounterparty/Delta/BANK/1Y,Relative,0.000100,EUR,0.00,-12.7988
CPTY_A,CreditCounterparty/Delta/BANK/5Y,Relative,0.000100,EUR,0.00,517.6579
CPTY_A,Commodity/Delta/COMDTY_WTI_USD/1Y,Relative,0.408686,EUR,0.00,486.1846
