# asof       : 2016-02-05
# numIds     : 1
# numDates   : 81
# samples    : 100
# depth      : 1
# usesDblPrc : false
# dates      : 
# 2016-05-06
# 2016-08-05
# 2016-11-07
# 2017-02-06
# 2017-05-05
# 2017-08-07
# 2017-11-06
# 2018-02-05
# 2018-05-08
# 2018-08-06
# 2018-11-05
# 2019-02-05
# 2019-05-07
# 2019-08-05
# 2019-11-05
# 2020-02-05
# 2020-05-05
# 2020-08-05
# 2020-11-05
# 2021-02-05
# 2021-05-05
# 2021-08-05
# 2021-11-05
# 2022-02-07
# 2022-05-05
# 2022-08-05
# 2022-11-07
# 2023-02-06
# 2023-05-05
# 2023-08-07
# 2023-11-06
# 2024-02-05
# 2024-05-07
# 2024-08-05
# 2024-11-05
# 2025-02-05
# 2025-05-06
# 2025-08-05
# 2025-11-05
# 2026-02-05
# 2026-05-05
# 2026-08-05
# 2026-11-05
# 2027-02-05
# 2027-05-05
# 2027-08-05
# 2027-11-05
# 2028-02-07
# 2028-05-05
# 2028-08-07
# 2028-11-06
# 2029-02-05
# 2029-05-08
# 2029-08-06
# 2029-11-05
# 2030-02-05
# 2030-05-07
# 2030-08-05
# 2030-11-05
# 2031-02-05
# 2031-05-06
# 2031-08-05
# 2031-11-05
# 2032-02-05
# 2032-05-05
# 2032-08-05
# 2032-11-05
# 2033-02-07
# 2033-05-05
# 2033-08-05
# 2033-11-07
# 2034-02-06
# 2034-05-05
# 2034-08-07
# 2034-11-06
# 2035-02-05
# 2035-05-08
# 2035-08-06
# 2035-11-05
# 2036-02-05
# 2036-05-06
# ids        : 
# Swap_20y
# scenGenDta : <Simulation><Parameters><Calendar>JoinHolidays(TARGET, US settlement, UK settlement, Switzerland)</Calendar><DayCounter>Actual/Actual (ISDA)</DayCounter><Grid>81,3M</Grid><Sequence>SobolBrownianBridge</Sequence><Seed>42</Seed><Samples>100</Samples><Ordering>Steps</Ordering><DirectionIntegers>JoeKuoD7</DirectionIntegers><MporMode>ActualDate</MporMode></Parameters></Simulation>
# storeFlows : false
# storeCrSt  : 0
#id,date,sample,depth,value
0,2,55,0,2325138.5
0,2,56,0,691903.75
0,2,57,0,1689992.25
0,2,58,0,1812083
0,2,59,0,1530323
0,2,60,0,250735.312
0,2,61,0,2334233.5
0,2,62,0,1750248.25
0,2,63,0,1927723.88
0,2,64,0,-387415.094
0,2,65,0,1096023
0,2,66,0,1340953.5
0,2,67,0,2805556
0,2,68,0,2278459.5
0,2,69,0,1819881.25
0,2,70,0,1368680.62
0,2,71,0,1034950.81
0,2,72,0,2587619.75
0,2,73,0,-109507.469
0,2,74,0,2035757.38
0,2,75,0,1741841.38
0,2,76,0,2244221.5
0,2,77,0,151298.859
0,2,78,0,3382026.75
0,2,79,0,4315225
0,2,80,0,1500873.25
0,2,81,0,1756948.38
0,2,82,0,367681.469
0,2,83,0,1985397.25
0,2,84,0,319155.25
0,2,85,0,2778313.5
0,2,86,0,277955.875
0,2,87,0,970899.938
0,2,88,0,2235175.75
0,2,89,0,2256518
0,2,90,0,2678654.75
0,2,91,0,1526335.12
0,2,92,0,1935574.5
0,2,93,0,-238246.625
0,2,94,0,1023657.94
0,2,95,0,349525.156
0,2,96,0,3151073
0,2,97,0,1560651.62
0,2,98,0,2663576.25
0,2,99,0,1130033.75
0,3,0,0,1529033.12
0,3,1,0,767872.438
0,3,2,0,2354480
0,3,3,0,889885.312
0,3,4,0,1088733.88
0,3,5,0,4036865.75
0,3,6,0,470036.844
0,3,7,0,658218.75
0,3,8,0,2446350.75
0,3,9,0,2946806.5
0,3,10,0,1262318.5
0,3,11,0,3840730.75
0,3,12,0,394937.562
0,3,13,0,-991057.5
0,3,14,0,2612005
0,3,15,0,2552278
0,3,16,0,-63007.8672
0,3,17,0,-385301.281
0,3,18,0,2237940.75
0,3,19,0,246497.281
0,3,20,0,3395507.75
0,3,21,0,2650658
0,3,22,0,170957.844
0,3,23,0,90758.1562
0,3,24,0,4298709.5
0,3,25,0,665113.062
0,3,26,0,-483125.719
0,3,27,0,3130245.25
0,3,28,0,2131486
0,3,29,0,525189.75
0,3,30,0,5801396.5
0,3,31,0,1379278.38
0,3,32,0,2310081.5
0,3,33,0,3465764.75
0,3,34,0,1481236.5
0,3,35,0,1699636.12
0,3,36,0,521943.5
0,3,37,0,1204042.12
0,3,38,0,3043698.25
0,3,39,0,3248638.75
0,3,40,0,-337428.969
0,3,41,0,1934108
0,3,42,0,1871067.12
0,3,43,0,1776647.12
0,3,44,0,1516225.5
0,3,45,0,2893246
0,3,46,0,199829.734
0,3,47,0,-136626.656
0,3,48,0,2074685.12
0,3,49,0,775325.625
0,3,50,0,1315718.5
0,3,51,0,833179.25
0,3,52,0,538363.375
0,3,53,0,-220096.109
0,3,54,0,3761701.25
0,3,55,0,1890075.38
0,3,56,0,-337885.75
0,3,57,0,1183907.62
0,3,58,0,3469496
0,3,59,0,1388297.25
0,3,60,0,1996766
0,3,61,0,2486453.25
0,3,62,0,1750396.25
0,3,63,0,1660562.88
0,3,64,0,533052.688
0,3,65,0,364979.031
0,3,66,0,229308.766
0,3,67,0,2739821
0,3,68,0,2070314.25
0,3,69,0,1453443.75
0,3,70,0,2889469.25
0,3,71,0,1174388.75
0,3,72,0,1417890.75
0,3,73,0,-224856.172
0,3,74,0,2704013.75
0,3,75,0,2350574.25
0,3,76,0,3362986.25
0,3,77,0,-111422.844
0,3,78,0,2338613
0,3,79,0,3272113.75
0,3,80,0,1753118.5
0,3,81,0,2261201
0,3,82,0,172917.203
0,3,83,0,2547630.75
0,3,84,0,210241.516
0,3,85,0,1335163.62
0,3,86,0,-17017.3262
0,3,87,0,2650890.25
0,3,88,0,2248476.75
0,3,89,0,2247345.25
0,3,90,0,2544059.75
0,3,91,0,1071279.38
0,3,92,0,1702082.75
0,3,93,0,581406.875
0,3,94,0,438368.969
0,3,95,0,436136.656
0,3,96,0,2488141
0,3,97,0,1301513.25
0,3,98,0,2501880.25
0,3,99,0,1186221.75
0,4,0,0,1502617
0,4,1,0,870704.312
0,4,2,0,2177654.25
0,4,3,0,1671446.88
0,4,4,0,1104363.62
0,4,5,0,3736491.25
0,4,6,0,-115069.805
0,4,7,0,1229909.12
0,4,8,0,1393708.62
0,4,9,0,3128844.5
0,4,10,0,362566.156
0,4,11,0,4698267.5
0,4,12,0,-460021.312
0,4,13,0,36858.875
0,4,14,0,2691001.25
0,4,15,0,3044033
0,4,16,0,373474.469
0,4,17,0,-288867.125
0,4,18,0,2131821.25
0,4,19,0,-489413.062
0,4,20,0,2257352.5
0,4,21,0,3072199
0,4,22,0,290771
0,4,23,0,396371.812
0,4,24,0,3802421.25
0,4,25,0,918734.438
0,4,26,0,-1149110.12
0,4,27,0,4738794.5
0,4,28,0,2442819
0,4,29,0,524513.375
0,4,30,0,4532502.5
0,4,31,0,3299189.25
0,4,32,0,1883458.12
0,4,33,0,4605913
0,4,34,0,1116765.5
0,4,35,0,2325848
0,4,36,0,99619.0391
0,4,37,0,2168608.5
0,4,38,0,2036031.5
0,4,39,0,2485063.5
0,4,40,0,-1095266.75
0,4,41,0,2381114
0,4,42,0,1512388.88
0,4,43,0,1717411.38
0,4,44,0,890940
0,4,45,0,3241582.25
0,4,46,0,130215.547
0,4,47,0,161735.828
0,4,48,0,1172231
0,4,49,0,1377023.25
0,4,50,0,1494550.5
0,4,51,0,706640.625
0,4,52,0,-295307.5
0,4,53,0,307820.375
0,4,54,0,3367729.75
0,4,55,0,1700884
0,4,56,0,-478960.281
0,4,57,0,1131179.75
0,4,58,0,2790341.25
0,4,59,0,2013125.75
0,4,60,0,2093771.12
0,4,61,0,2334297.75
0,4,62,0,1936691.62
0,4,63,0,1331568.75
0,4,64,0,993045.938
0,4,65,0,-423210.25
0,4,66,0,1722119.25
0,4,67,0,1920476.75
0,4,68,0,3369664.75
0,4,69,0,1371712.38
0,4,70,0,4510654.5
0,4,71,0,1044081.5
0,4,72,0,2447284.5
0,4,73,0,-435463.531
0,4,74,0,2713257.25
0,4,75,0,2782885.25
0,4,76,0,3237748.25
0,4,77,0,-1406941
0,4,78,0,2329247.5
0,4,79,0,3093767.75
0,4,80,0,2103617.5
0,4,81,0,742058.812
0,4,82,0,210356.328
0,4,83,0,2211168.25
0,4,84,0,1321162
0,4,85,0,1223396.25
0,4,86,0,-164431.672
0,4,87,0,1758198.38
0,4,88,0,2481058.75
0,4,89,0,2818642.5
0,4,90,0,2531840.25
0,4,91,0,564261.438
0,4,92,0,1254062.38
0,4,93,0,208002.375
0,4,94,0,542664.188
0,4,95,0,-217157.984
0,4,96,0,3486132.75
0,4,97,0,1282275.75
0,4,98,0,2038760.88
0,4,99,0,934594.062
0,5,0,0,1274133.25
0,5,1,0,182449.406
0,5,2,0,2514864.75
0,5,3,0,1107652.5
0,5,4,0,1241897.38
0,5,5,0,2798227.5
0,5,6,0,142329.312
0,5,7,0,1479368
0,5,8,0,1733691.5
0,5,9,0,2050281.25
0,5,10,0,-207994.656
0,5,11,0,4616741
0,5,12,0,-693599.75
0,5,13,0,-306949.094
0,5,14,0,2706438.75
0,5,15,0,2615585.5
0,5,16,0,1422636.25
0,5,17,0,-1702370.5
0,5,18,0,1886929.88
0,5,19,0,-1448629.62
0,5,20,0,2387996.5
0,5,21,0,2092711.38
0,5,22,0,617400.188
0,5,23,0,-130335.766
0,5,24,0,3768497.75
0,5,25,0,921054.75
0,5,26,0,-507204.688
0,5,27,0,4356674.5
0,5,28,0,2796450.5
0,5,29,0,6130.25977
0,5,30,0,4378826
0,5,31,0,2559427
0,5,32,0,1302892.88
0,5,33,0,4653695
0,5,34,0,1273409
0,5,35,0,1578461.38
0,5,36,0,-153069.812
0,5,37,0,2671626.25
0,5,38,0,2167456.5
0,5,39,0,1427990.38
0,5,40,0,-683981
0,5,41,0,1704617.12
0,5,42,0,1495337
0,5,43,0,1009206.25
0,5,44,0,998620.438
0,5,45,0,1734804
0,5,46,0,79307.3438
0,5,47,0,-142637.438
0,5,48,0,927405.812
0,5,49,0,202889.703
0,5,50,0,1593023.12
0,5,51,0,234440.406
0,5,52,0,-65385.9961
0,5,53,0,-127648.5
0,5,54,0,3255512.25
0,5,55,0,613311.812
0,5,56,0,-241391.109
0,5,57,0,852998.938
0,5,58,0,4497823.5
0,5,59,0,1159336
0,5,60,0,2269183.25
0,5,61,0,1578384.88
0,5,62,0,3121905.75
0,5,63,0,2110156.75
0,5,64,0,1036822.5
0,5,65,0,-983462.5
0,5,66,0,2061812.75
0,5,67,0,1706160.12
0,5,68,0,3761124.75
0,5,69,0,1151223.5
0,5,70,0,3337201.25
0,5,71,0,936276.062
0,5,72,0,1791259
0,5,73,0,28082.1855
0,5,74,0,2013493.62
0,5,75,0,3657631.75
0,5,76,0,1959485.12
0,5,77,0,-1464738.62
0,5,78,0,1983765.5
0,5,79,0,3214665
0,5,80,0,1280169.62
0,5,81,0,525970.438
0,5,82,0,-57665.6719
0,5,83,0,1806681.75
0,5,84,0,737428.25
0,5,85,0,1781459.5
0,5,86,0,-846766
0,5,87,0,1846148.12
0,5,88,0,2105071.75
0,5,89,0,3529830.5
0,5,90,0,1051483.38
0,5,91,0,2262177.75
0,5,92,0,619575.25
0,5,93,0,252749.703
0,5,94,0,-129831.93
0,5,95,0,-1423.39478
0,5,96,0,3905599.5
0,5,97,0,1404498
0,5,98,0,327072.094
0,5,99,0,1171791.62
0,6,0,0,1247334.75
0,6,1,0,158229.031
0,6,2,0,2485154
0,6,3,0,1803057.88
0,6,4,0,98224.6016
0,6,5,0,2868056.25
0,6,6,0,485970.406
0,6,7,0,1968626.38
0,6,8,0,1453946.5
0,6,9,0,822032.625
0,6,10,0,64234.9531
0,6,11,0,4862255.5
0,6,12,0,-945279.312
0,6,13,0,-584475.75
0,6,14,0,3911830.5
0,6,15,0,2952351.25
0,6,16,0,901251.438
0,6,17,0,-1225010.38
0,6,18,0,2634547.25
0,6,19,0,-1497548.38
0,6,20,0,1123365.25
0,6,21,0,1462560.25
0,6,22,0,786166.938
0,6,23,0,-468196.438
0,6,24,0,3083222.25
0,6,25,0,463747.469
0,6,26,0,518023.812
0,6,27,0,4168665.75
0,6,28,0,3123048
0,6,29,0,-451522.25
0,6,30,0,5527372.5
0,6,31,0,2909227.5
0,6,32,0,906258.125
0,6,33,0,6280035.5
0,6,34,0,1142623
0,6,35,0,1310913.5
0,6,36,0,-211322.562
0,6,37,0,3648283.75
0,6,38,0,946771.125
0,6,39,0,154824.031
0,6,40,0,-494609.812
0,6,41,0,2251007.75
0,6,42,0,1258594.75
0,6,43,0,1031507.94
0,6,44,0,1650852.62
0,6,45,0,1454922.5
0,6,46,0,-39893.1758
0,6,47,0,784675.312
0,6,48,0,1342171.88
0,6,49,0,8079.3252
0,6,50,0,1013239.75
0,6,51,0,-712096
0,6,52,0,-68673.0312
0,6,53,0,48073.5273
0,6,54,0,1900863.25
0,6,55,0,175648.109
0,6,56,0,1202827.25
0,6,57,0,766268.625
0,6,58,0,4001112.5
0,6,59,0,930182.5
0,6,60,0,2952149.25
0,6,61,0,1215349.38
0,6,62,0,3624213.25
0,6,63,0,3244289.75
0,6,64,0,909481.938
0,6,65,0,-1203685.88
0,6,66,0,1768037
0,6,67,0,2591580.75
0,6,68,0,2152830.75
0,6,69,0,831800.375
0,6,70,0,4392356
0,6,71,0,1212543
0,6,72,0,1460336.12
0,6,73,0,-1590584.88
0,6,74,0,3005096.75
0,6,75,0,3439445.75
0,6,76,0,2111144.5
0,6,77,0,-1974044.5
0,6,78,0,2778631.25
0,6,79,0,3236137
0,6,80,0,374484.344
0,6,81,0,1033620.5
0,6,82,0,-81835.6406
0,6,83,0,2829441
0,6,84,0,-213011.453
0,6,85,0,1385143.5
0,6,86,0,-556759.75
0,6,87,0,1361673.5
0,6,88,0,739954.312
0,6,89,0,3128114.75
0,6,90,0,2127922.75
0,6,91,0,2435376.5
0,6,92,0,733737.562
0,6,93,0,132025.219
0,6,94,0,178777.25
0,6,95,0,-14765.5137
0,6,96,0,3924666.75
0,6,97,0,2556856.25
0,6,98,0,92485.6875
0,6,99,0,881834.125
0,7,0,0,1216661.12
0,7,1,0,766362
0,7,2,0,1692304.25
0,7,3,0,2194131.75
0,7,4,0,16735.334
0,7,5,0,3256770.75
0,7,6,0,-122800.602
0,7,7,0,1527290.75
0,7,8,0,1650765.38
0,7,9,0,1083662.75
0,7,10,0,259465.922
0,7,11,0,4333744
0,7,12,0,-456212.25
0,7,13,0,-672492.438
0,7,14,0,3186142.25
0,7,15,0,2772611.75
0,7,16,0,1347437
0,7,17,0,-408922.969
0,7,18,0,1912695.88
0,7,19,0,-1926326
0,7,20,0,497814.656
0,7,21,0,2775351.25
0,7,22,0,902299.062
0,7,23,0,-908736.375
0,7,24,0,3929483
0,7,25,0,391095.312
0,7,26,0,764305.062
0,7,27,0,1749504.88
0,7,28,0,3493900.25
0,7,29,0,-234470.938
0,7,30,0,5772759.5
0,7,31,0,4119384.5
0,7,32,0,-8024.9502
0,7,33,0,4666395.5
0,7,34,0,1048749.62
0,7,35,0,1389229.38
0,7,36,0,-1030440.06
0,7,37,0,4277285.5
0,7,38,0,942015.812
0,7,39,0,412060.031
0,7,40,0,-322793.312
0,7,41,0,1890231.62
0,7,42,0,1540007.88
0,7,43,0,1248133.25
0,7,44,0,911508.875
0,7,45,0,750113.188
0,7,46,0,701332.938
0,7,47,0,2159685.5
0,7,48,0,594361.125
0,7,49,0,-428506.656
0,7,50,0,1476523.5
0,7,51,0,113097.156
0,7,52,0,-56922.6602
0,7,53,0,-322510.781
0,7,54,0,1259954.62
0,7,55,0,156522.953
0,7,56,0,1919519.25
0,7,57,0,516052.562
0,7,58,0,5302918
0,7,59,0,1503816.75
0,7,60,0,2988314.25
0,7,61,0,-554622.812
0,7,62,0,4228060
0,7,63,0,2079698.25
0,7,64,0,844689.875
0,7,65,0,-797704.688
0,7,66,0,877087.5
0,7,67,0,3214406.25
0,7,68,0,1967498.12
0,7,69,0,876222.5
0,7,70,0,4031382.5
0,7,71,0,733355.688
0,7,72,0,1674241.5
0,7,73,0,-1797791
0,7,74,0,3925875.5
0,7,75,0,2655870.25
0,7,76,0,3355569
0,7,77,0,-2199509
0,7,78,0,2028602.5
0,7,79,0,2791281.5
0,7,80,0,499666.938
0,7,81,0,1895244
0,7,82,0,-970824.188
0,7,83,0,3065208.25
0,7,84,0,-541254.375
0,7,85,0,3613487.5
0,7,86,0,-192960.109
0,7,87,0,723303.688
0,7,88,0,810590.312
0,7,89,0,3213416
0,7,90,0,2273423.75
0,7,91,0,927319.75
0,7,92,0,996218.875
0,7,93,0,801958.75
0,7,94,0,103386.266
0,7,95,0,621226.125
0,7,96,0,3059014
0,7,97,0,1154042.25
0,7,98,0,-83743.2734
0,7,99,0,916642.688
0,8,0,0,1190840
0,8,1,0,1002017.81
0,8,2,0,1383574.38
0,8,3,0,2161953.5
0,8,4,0,-824923.062
0,8,5,0,4078389.25
0,8,6,0,173851.547
0,8,7,0,2170999.25
0,8,8,0,463842.875
0,8,9,0,1276895.88
0,8,10,0,-485740.625
0,8,11,0,5038862
0,8,12,0,-1139850.12
0,8,13,0,596371.625
0,8,14,0,3219365.25
0,8,15,0,1678412.12
0,8,16,0,1946463.88
0,8,17,0,-852488.5
0,8,18,0,2599937.75
0,8,19,0,-2288279
0,8,20,0,1402205.62
0,8,21,0,1955198.88
0,8,22,0,1593458.25
0,8,23,0,-1222187
0,8,24,0,4022699.75
0,8,25,0,160947.734
0,8,26,0,1326007.88
0,8,27,0,1547185
0,8,28,0,4380705.5
0,8,29,0,-870422.75
0,8,30,0,5878954.5
0,8,31,0,4209592
0,8,32,0,309696.375
0,8,33,0,2300127.5
0,8,34,0,1129466.88
0,8,35,0,719293.5
0,8,36,0,-322010.531
0,8,37,0,4335010.5
0,8,38,0,1435908.75
0,8,39,0,360643.281
0,8,40,0,318494.594
0,8,41,0,1583673.62
0,8,42,0,848177.688
0,8,43,0,1455080
0,8,44,0,849806.312
0,8,45,0,350831.719
0,8,46,0,939626.375
0,8,47,0,2728969.25
0,8,48,0,86456.1406
0,8,49,0,-336187.719
0,8,50,0,1923391.75
0,8,51,0,920.614502
0,8,52,0,-47509.8906
0,8,53,0,-444682.25
0,8,54,0,569575.188
0,8,55,0,88237.5078
0,8,56,0,987952.188
0,8,57,0,1325298.88
0,8,58,0,4920476
0,8,59,0,3267447
0,8,60,0,2558877.25
0,8,61,0,-588160.812
0,8,62,0,4064455.5
0,8,63,0,1048254.88
0,8,64,0,1321046
0,8,65,0,-868930.75
0,8,66,0,2229013
0,8,67,0,2547695.25
0,8,68,0,1886486.25
0,8,69,0,-173426.688
0,8,70,0,5332635.5
0,8,71,0,26617.3535
0,8,72,0,1231279.38
0,8,73,0,-1836769.25
0,8,74,0,5592867
0,8,75,0,2286223.75
0,8,76,0,4082958.75
0,8,77,0,-2491762.25
0,8,78,0,2059299.88
0,8,79,0,3159243
0,8,80,0,685526.188
0,8,81,0,2089819.38
0,8,82,0,-1652886.75
0,8,83,0,3726155
0,8,84,0,-1022244.5
0,8,85,0,4804020
0,8,86,0,118694.812
0,8,87,0,2087100.38
0,8,88,0,140145.828
0,8,89,0,3851173.75
0,8,90,0,1803305.62
0,8,91,0,986177.812
0,8,92,0,134017.453
0,8,93,0,1669271.75
0,8,94,0,-706965.375
0,8,95,0,886845.562
0,8,96,0,2728352.5
0,8,97,0,949353.5
0,8,98,0,-278800.5
0,8,99,0,1242991.25
0,9,0,0,961842.438
0,9,1,0,831758.062
0,9,2,0,1094125.12
0,9,3,0,2217079
0,9,4,0,-1181560.5
0,9,5,0,3593680
0,9,6,0,87883.4844
0,9,7,0,1899949.38
0,9,8,0,-1048806.12
0,9,9,0,1597210.88
0,9,10,0,-548180.625
0,9,11,0,5235616
0,9,12,0,-1696069.12
0,9,13,0,1473769
0,9,14,0,3050081.5
0,9,15,0,1017143.12
0,9,16,0,2398716.5
0,9,17,0,-1255227.38
0,9,18,0,2876444.25
0,9,19,0,-3096266.75
0,9,20,0,675515.875
0,9,21,0,1300094.38
0,9,22,0,2057742.5
0,9,23,0,-1190095.5
0,9,24,0,4028942.75
0,9,25,0,-595647.812
0,9,26,0,747684.375
0,9,27,0,1587051.12
0,9,28,0,5475557.5
0,9,29,0,-751936.75
0,9,30,0,5979534.5
0,9,31,0,5648870.5
0,9,32,0,-158797.078
0,9,33,0,2038951.62
0,9,34,0,482816.344
0,9,35,0,1039823
0,9,36,0,-135064.406
0,9,37,0,4440317.5
0,9,38,0,-212111.297
0,9,39,0,312641.125
0,9,40,0,-897489.375
0,9,41,0,2298373
0,9,42,0,-569260.25
0,9,43,0,3146705.5
0,9,44,0,78808.8828
0,9,45,0,853569.938
0,9,46,0,206579.875
0,9,47,0,2242491.25
0,9,48,0,359715.594
0,9,49,0,-1290637.38
0,9,50,0,3693861.25
0,9,51,0,-1262895.62
0,9,52,0,323373.531
0,9,53,0,-914658.75
0,9,54,0,1537417.12
0,9,55,0,-545510.875
0,9,56,0,1253751.25
0,9,57,0,334334.312
0,9,58,0,4713180.5
0,9,59,0,2677784.5
0,9,60,0,2702450
0,9,61,0,-1462646.5
0,9,62,0,4736753
0,9,63,0,614801.25
0,9,64,0,602309
0,9,65,0,-582538
0,9,66,0,1708048.75
0,9,67,0,2386133.5
0,9,68,0,420674.25
0,9,69,0,608455.5
0,9,70,0,6218539.5
0,9,71,0,1314573.25
0,9,72,0,453052.375
0,9,73,0,-1466643
0,9,74,0,5500066
0,9,75,0,2375537
